"","Genes","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"483","AQP1",0,2.88303915067921,0.131,0.028,0
"484","TMEM67",0,3.04107065261039,0.131,0.028,0
"485","MAB21L1",0,4.32167703482863,0.111,0.008,0
"486","ARHGEF26",0,3.70730343536228,0.123,0.02,0
"487","SLIT2",0,3.43322351994972,0.12,0.017,0
"488","NKAIN3",0,5.17729261655441,0.108,0.006,0
"489","CBR3",0,3.39136055391838,0.119,0.017,0
"490","SPHK1",0,3.98289868468836,0.114,0.013,0
"491","IFIT1",0,3.11488515470937,0.128,0.028,0
"492","HAS2",0,3.17336665226418,0.118,0.018,0
"493","RPL35A",0,-1.17761379561156,0.855,0.955,0
"494","S1PR3",0,3.29104029851115,0.123,0.024,0
"495","RPL35",0,-0.744175692027466,0.836,0.934,0
"496","LPCAT2",0,3.39681503451855,0.123,0.025,0
"497","RHBDF1",0,3.66190059591485,0.117,0.02,0
"498","GPR17",0,8.6401437051337,0.097,0.001,0
"499","SYT10",0,6.15189902734088,0.099,0.003,0
"500","KIRREL3",0,8.11644062086304,0.096,0.001,0
"501","IDO1",0,5.0688362858139,0.102,0.008,0
"502","RFTN2",0,3.51879613653189,0.111,0.018,0
"503","AKAP6",0,5.19833868118109,0.098,0.005,0
"504","ATL1",0,3.70383243729117,0.113,0.02,0
"505","RPLP2",0,-1.33838870842135,0.877,0.969,0
"506","ANGPTL1",0,3.3162799149229,0.107,0.016,0
"507","PRELP",0,3.25627427617234,0.103,0.012,0
"508","EFS",0,3.73604854149766,0.109,0.018,0
"509","SHISA9",0,5.66423336573337,0.095,0.004,0
"510","CYP7B1",0,3.90512446312203,0.102,0.012,0
"511","AATK",0,3.89890595808791,0.107,0.017,0
"512","SLC27A1",0,3.42300491344151,0.108,0.018,0
"513","ST6GALNAC5",0,4.9030634090305,0.095,0.006,0
"514","GLIS3",0,3.498162963541,0.108,0.019,0
"515","STEAP1B",0,5.24196577950145,0.092,0.004,0
"516","RASL12",0,3.6088405229375,0.102,0.015,0
"517","ST6GALNAC2",0,6.21188358149175,0.09,0.003,0
"518","DLX2",0,4.09624000747952,0.095,0.009,0
"519","FGF2",0,4.39049856230214,0.095,0.009,0
"520","RPL32",0,-1.66093064942348,0.89,0.976,0
"521","SSC5D",0,4.34941383003193,0.094,0.009,0
"522","ADAMTS8",0,4.70558630278188,0.092,0.008,0
"523","BMP8B",0,5.28249656815216,0.089,0.006,0
"524","LGI1",0,6.17723868364105,0.086,0.003,0
"525","ATOH8",0,3.94442366235766,0.094,0.013,0
"526","RPS14",0,-1.49956653127012,0.894,0.973,0
"527","PCDH10",0,5.02536614237834,0.083,0.005,0
"528","CHADL",0,5.4539535171037,0.083,0.005,0
"529","RPS18",0,-1.72928921227655,0.902,0.98,0
"530","RPL3",0,-1.08674265869053,0.887,0.965,0
"531","VGLL3",0,4.50548879384176,0.085,0.008,0
"532","TRIM58",0,4.64965787584163,0.081,0.005,0
"533","RNF180",0,4.73172646708728,0.083,0.007,0
"534","RASGEF1C",0,7.54624416175319,0.077,0.001,0
"535","GALNT18",0,3.78880786163484,0.088,0.012,0
"536","RELN",0,5.65190298460416,0.077,0.002,0
"537","HEPN1",0,9.93665741683724,0.075,0,0
"538","ST3GAL6-AS1",0,7.48014482457968,0.074,0.001,0
"539","FAM181B",0,5.87343785493227,0.076,0.003,0
"540","LAMP5",0,3.91427573963767,0.079,0.009,0
"541","RPS15",0,-1.04515947974385,0.906,0.976,0
"542","WNT6",0,6.46937000228196,0.071,0.002,0
"543","GRIK3",0,6.32529522639668,0.069,0.002,0
"544","HMCN1",0,4.56200081987903,0.072,0.006,0
"545","CHST9",0,4.71825995651181,0.072,0.009,0
"546","TMEM255A",0,5.88356862683485,0.065,0.002,0
"547","GRB14",0,4.54961977920269,0.071,0.009,0
"548","TMEM155",0,6.97672673477183,0.062,0.001,0
"549","RPS27",0,-1.56691774075668,0.919,0.98,0
"550","RORB",0,5.44325810630232,0.061,0.002,0
"551","TRABD2B",0,5.03078072571093,0.062,0.005,0
"552","SOX8",0,4.55012050619736,0.062,0.005,0
"553","B4GALT6",0,4.50614519479415,0.065,0.008,0
"554","CXCL9",0,5.16291877305036,0.059,0.003,0
"555","IGSF11",0,5.60259246867519,0.057,0.002,0
"556","C10orf82",0,5.36717659685311,0.06,0.005,0
"557","LINC00461",0,5.5102643151006,0.056,0.002,0
"558","SRCIN1",0,5.05390455702419,0.057,0.003,0
"559","CRTAC1",0,5.53680151747139,0.055,0.002,0
"560","TGFB2",0,4.04410721702388,0.059,0.007,0
"561","CDRT4",0,4.80008967970662,0.055,0.003,0
"562","UBC",0,0.688610425201069,0.895,0.844,0
"563","LPL",0,4.08204423997745,0.056,0.005,0
"564","TMEM178A",0,4.37269620407758,0.057,0.007,0
"565","TNFRSF19",0,4.16855846863397,0.057,0.007,0
"566","HEPACAM",0,10.3717500794429,0.049,0,0
"567","PCDH20",0,5.46635261556235,0.052,0.003,0
"568","PRDM16",0,4.87053502927168,0.054,0.006,0
"569","TMEM132B",0,5.99361256133614,0.05,0.002,0
"570","RPL13",0,-1.64645513718759,0.938,0.984,0
"571","DHH",0,5.63840576437374,0.046,0.001,0
"572","LINC01088",0,5.7231092476047,0.044,0.002,0
"573","NRIP2",0,4.49371830980428,0.045,0.003,0
"574","FHOD3",0,4.36947898955156,0.046,0.004,0
"575","H3F3B",0,0.756636928231931,0.975,0.933,0
"576","NDP",0,6.06737647200613,0.04,0.001,0
"577","LURAP1",0,4.66962992065026,0.041,0.003,0
"578","FRMD5",0,5.59623980330448,0.04,0.002,0
"579","MFAP3L",0,5.50168013014124,0.039,0.002,0
"580","LYPD1",0,4.63503426029907,0.038,0.003,0
"581","DLX5",0,4.55315103892026,0.038,0.003,0
"582","MT-ND2",0,0.942457650075881,0.977,0.943,0
"583","EEF1A1",0,-1.65948380997917,0.956,0.989,0
"584","RPLP1",0,-1.6388079585393,0.955,0.988,0
"585","STK32A",0,6.24535214888948,0.034,0.001,0
"586","TMEM74",0,6.59973257023503,0.032,0.001,0
"587","DYNC1I1",0,5.4179343979779,0.032,0.002,0
"588","FTH1",0,0.651628008039897,0.992,0.963,0
"589","B2M",0,0.922845599272917,0.998,0.971,0
"590","LINC00327",0,6.26902279095876,0.025,0.001,0
"591","GRIA1",0,6.53802059965398,0.024,0.001,0
"592","MSTN",0,5.90334152411502,0.023,0.001,0
"593","C9orf50",0,6.3413908569617,0.019,0.001,0
"594","DUOXA1",0,5.60647674604498,0.018,0.001,0
"595","NXF3",0,6.46859073272969,0.018,0.001,0
"596","RPL10",0,-1.38355447289074,0.972,0.988,0
"597","ACSM5",0,5.9080039290106,0.017,0.001,0
"598","IL31RA",0,6.39820198180305,0.014,0,0
"599","RPL41",0,-0.943349070846034,0.966,0.979,0
"600","HS3ST2",0,6.01745127095785,0.013,0,0
"601","MALAT1",0,0.59612758827145,0.993,0.988,0
"602","CDKN2C",2.7166926806941e-307,3.06114539506196,0.155,0.04,4.37523356225785e-303
"603","ABCA6",1.64630974622246e-306,3.25862118249102,0.081,0.013,2.65138184629127e-302
"604","ANTXR2",1.4274454677346e-304,2.42908765801309,0.222,0.073,2.29890092578658e-300
"605","FTL",7.39771314108089e-303,0.265593535542717,0.972,0.945,1.19140170137108e-298
"606","CD53",2.20585773619063e-302,-4.80980712551872,0.008,0.286,3.55253388413502e-298
"607","TSTD1",9.14452618521362e-302,-3.9969148982835,0.013,0.293,1.47272594212865e-297
"608","JAKMIP2",6.66630250872225e-300,3.19422559337733,0.083,0.014,1.07360801902972e-295
"609","FOSB",1.35720903675733e-299,1.16067700373789,0.68,0.488,2.18578515369767e-295
"610","GPSM3",4.95742068517169e-297,-2.82949664232306,0.061,0.351,7.98392601346901e-293
"611","GALNT2",1.02418538080074e-296,2.64453441122939,0.233,0.081,1.64945055577959e-292
"612","CNN1",1.7395938039655e-295,1.37216739524555,0.129,0.029,2.80161582128644e-291
"613","PTK2",2.39255697350215e-295,2.43854943111084,0.257,0.095,3.85321300582522e-291
"614","GFRA1",2.49250764997713e-293,3.07690769583469,0.121,0.026,4.01418357028817e-289
"615","PFN1",2.63945375932526e-293,-1.0580793193381,0.663,0.853,4.25084027939333e-289
"616","RPS26",3.12670503656205e-293,-1.12330327481752,0.667,0.85,5.03555846138318e-289
"617","HPR",4.11281822999956e-293,6.85154824118729,0.014,0,6.6236937594143e-289
"618","HCST",5.75082267627387e-293,-5.66564073076346,0.007,0.276,9.26169992013907e-289
"619","KHDRBS3",7.31243414869305e-293,3.02503108115203,0.147,0.037,1.17766751964702e-288
"620","KDSR",1.1511766726235e-291,2.4755398640007,0.271,0.106,1.85397003126015e-287
"621","RGS1",1.98674322004256e-291,-4.06720784709488,0.033,0.311,3.19964995587854e-287
"622","EIF4B",4.9028742310185e-291,-1.60315070001538,0.129,0.449,7.89607894905529e-287
"623","LINC00839",9.35811273936737e-290,5.11187470665236,0.026,0.002,1.50712405667512e-285
"624","HEY1",4.80979646998826e-288,2.94970829374257,0.095,0.018,7.74617721491609e-284
"625","CD3E",2.23727529925652e-286,-6.68529821549281,0.006,0.269,3.60313186945263e-282
"626","HIGD2A",2.42346089322208e-286,-1.39687885339619,0.158,0.482,3.90298376853416e-282
"627","DUSP2",8.95976248865433e-286,-4.94767194162748,0.015,0.282,1.44296974879778e-281
"628","UQCRB",5.05342190167427e-285,-0.988671847296147,0.406,0.709,8.13853597264641e-281
"629","MARVELD1",1.98316745280238e-282,3.29353362393034,0.144,0.037,3.19389118273823e-278
"630","BHLHE40",2.822288202245e-282,1.87837014843944,0.284,0.111,4.54529514971557e-278
"631","WLS",5.53769175181083e-281,2.48595114524611,0.242,0.089,8.91845256629134e-277
"632","NXPH3",2.12537327316702e-280,5.01764089532134,0.026,0.002,3.42291365643548e-276
"633","RHOH",4.74710959939969e-280,-5.56351008017321,0.007,0.267,7.64522000983321e-276
"634","TAGLN2",7.20975098504861e-278,1.09967982272883,0.684,0.539,1.16113039614208e-273
"635","GPR176",4.67456915975773e-277,4.03629901273586,0.047,0.005,7.52839363178982e-273
"636","AK5",1.43309728712988e-274,3.24299247648562,0.073,0.011,2.30800318092266e-270
"637","CXXC5",3.25597428010477e-274,2.22757467426156,0.299,0.128,5.24374657810873e-270
"638","PCDH17",7.06196995833933e-274,2.64129178823626,0.118,0.026,1.13733026179055e-269
"639","P4HA2",1.14936999514279e-273,2.7491675302848,0.179,0.054,1.85106037717746e-269
"640","UCP2",9.3821834002242e-273,-5.60183642906544,0.007,0.262,1.51100063660611e-268
"641","EML4",9.69597599679569e-273,-3.22509005462665,0.03,0.299,1.56153693428395e-268
"642","TRBC2",3.60669646518683e-272,-5.2389622715972,0.012,0.268,5.80858465718339e-268
"643","COX4I1",9.42569749803589e-272,-0.843189593239826,0.582,0.831,1.51800858205868e-267
"644","TAC1",1.47774953156854e-271,3.70394535620075,0.026,0.002,2.37991562059113e-267
"645","RBP7",7.59647293495194e-271,2.54154795684771,0.085,0.015,1.22341196617401e-266
"646","MT-CO2",2.86380574621797e-270,-0.848796258272221,0.974,0.989,4.61215915428403e-266
"647","LIMD2",3.78068686688923e-270,-2.49490801893314,0.094,0.37,6.08879619912511e-266
"648","NEGR1",2.24057470942479e-268,3.01040702504366,0.1,0.02,3.60844556952862e-264
"649","ADAMTSL1",2.38937230293474e-268,4.01160134563765,0.062,0.009,3.8480840938764e-264
"650","GAS2L3",4.08646450402563e-268,3.5973328309974,0.101,0.021,6.58125108373327e-264
"651","SPATA6",5.40942607354854e-268,3.16088306451331,0.126,0.03,8.71188069144992e-264
"652","JOSD2",1.40884185710009e-267,2.27738658229491,0.295,0.127,2.26893981085969e-263
"653","FDCSP",1.94029796691304e-267,5.68646368453728,0.045,0.005,3.12484987571345e-263
"654","QPCT",3.96268903932442e-266,3.28689296037841,0.147,0.04,6.38191069783197e-262
"655","GBP1",3.02986232384834e-265,2.78638443972183,0.248,0.095,4.87959327255775e-261
"656","EIF1",1.7783182350422e-264,0.493732301875912,0.958,0.953,2.86398151753546e-260
"657","GTF2H5",3.66040994948965e-264,2.10735120035009,0.375,0.197,5.89509022365309e-260
"658","VMP1",6.67652200861404e-263,1.75655863533071,0.453,0.264,1.07525386948729e-258
"659","GMFG",1.15496170557839e-262,-2.28836947826416,0.077,0.353,1.86006582683399e-258
"660","RGS10",3.71430806590043e-262,-3.25136947997981,0.036,0.296,5.98189314013264e-258
"661","HMGN1",4.98217354026275e-262,-1.15839583407612,0.292,0.6,8.02379048659316e-258
"662","MEGF6",2.30129138903736e-261,3.23351821068471,0.085,0.016,3.70622978204466e-257
"663","XIST",2.37783983971895e-261,1.54621088509252,0.406,0.206,3.82951106186737e-257
"664","NSA2",1.48602986547262e-260,-1.79787497501003,0.096,0.384,2.39325109834366e-256
"665","HEXIM1",1.83796440450634e-260,2.11548599365056,0.318,0.145,2.96004167345745e-256
"666","TULP3",2.31912314427326e-260,2.79288402135579,0.164,0.048,3.73494782385209e-256
"667","TGFB1I1",8.79731472661754e-260,1.80574457168188,0.252,0.095,1.41680753672176e-255
"668","UQCRH",1.51511341519047e-259,-1.11115633829456,0.303,0.604,2.44009015516425e-255
"669","LAMB2",7.86476673319254e-259,2.83402509700257,0.157,0.045,1.26662068238066e-254
"670","ITGA2",3.77415590946981e-258,3.51644573150273,0.108,0.024,6.07827809220113e-254
"671","IRF9",9.26808787012512e-258,1.93058577532854,0.318,0.143,1.49262555148365e-253
"672","EIF3E",1.23879901783449e-257,-1.09590412833231,0.352,0.644,1.99508581822244e-253
"673","CD3D",3.01105934138896e-257,-4.96066664023822,0.013,0.259,4.84931106930693e-253
"674","SLC2A3",1.48880959282874e-256,-3.16611588278572,0.063,0.322,2.39772784925068e-252
"675","GDNF",1.51753880558525e-255,3.47177463463591,0.082,0.015,2.44399624639505e-251
"676","ABRACL",2.84709694649934e-255,-2.25433202733361,0.063,0.334,4.58524963233719e-251
"677","MAGEH1",4.85600827567884e-253,2.19416981185027,0.263,0.107,7.82060132798077e-249
"678","HTRA1",1.67187209354498e-252,2.36875974132213,0.171,0.052,2.6925500066542e-248
"679","LCP1",2.28699406363242e-252,-5.61626270987742,0.005,0.245,3.68320393948001e-248
"680","LAMA4",4.04463976701172e-252,1.82006178271489,0.229,0.082,6.51389234477237e-248
"681","CDH13",4.36783299941045e-252,2.6873997748698,0.127,0.032,7.03439504555054e-248
"682","HSPA1B",5.1486634637757e-252,1.19721204987121,0.578,0.367,8.29192250841076e-248
"683","STK4",4.15113001526172e-251,-2.3760678618827,0.065,0.331,6.685394889579e-247
"684","P2RX7",2.39427366522501e-250,3.21031582145894,0.067,0.01,3.85597773784488e-246
"685","PAX9",3.26109144716515e-250,5.69434526485386,0.013,0.001,5.25198777565947e-246
"686","KCTD11",4.92826243417802e-250,3.226538742367,0.094,0.019,7.93696665024371e-246
"687","PRR13",5.32012763636152e-250,-1.53610433068011,0.149,0.44,8.56806555836023e-246
"688","PCBP2",1.47396321439765e-249,-1.02766014189671,0.362,0.659,2.37381775678741e-245
"689","DIXDC1",2.89904186062242e-249,3.15051941908487,0.125,0.031,4.6689069165324e-245
"690","EIF3L",3.41281267343806e-249,-1.10523932318659,0.233,0.538,5.496334810572e-245
"691","SERP1",3.80295173622307e-249,-1.06315573980199,0.287,0.598,6.12465377118725e-245
"692","SORBS1",2.87949624637655e-248,3.17844566440717,0.114,0.027,4.63742870478943e-244
"693","OCIAD2",6.08794968185799e-248,-2.75539379682849,0.029,0.281,9.80464296263229e-244
"694","F2R",1.46749530017645e-247,1.9885990552638,0.226,0.082,2.36340118093417e-243
"695","ARHGAP12",2.08700557778776e-246,2.58835132008162,0.185,0.061,3.36112248302718e-242
"696","MARCH2",2.34874786633423e-246,2.68791932575379,0.146,0.041,3.78265843873127e-242
"697","HOXB-AS1",2.55996613330713e-246,2.9912947764319,0.096,0.02,4.12282545769113e-242
"698","DYNC1I2",2.56374231843881e-246,1.97303761864761,0.358,0.183,4.12890700384571e-242
"699","GBP4",1.99632795618374e-245,2.23954144463783,0.194,0.065,3.21508617343392e-241
"700","MEGF9",6.11618606200412e-245,2.74809358471367,0.12,0.029,9.85011765285763e-241
"701","CNKSR3",8.77253597653637e-245,2.85520436080689,0.155,0.046,1.41281691902118e-240
"702","FRMD3",2.95053759832345e-244,3.41028907355494,0.066,0.011,4.75184080209991e-240
"703","RPL13A",2.6378928583827e-243,-1.07139805677233,0.92,0.956,4.24832644842534e-239
"704","RPL38",3.79298918087386e-242,-0.814627463720965,0.692,0.864,6.10860907579735e-238
"705","EEF2",4.74868305124838e-242,-0.784533833079926,0.592,0.815,7.64775405403552e-238
"706","DAD1",9.49489585993236e-242,1.3224187721059,0.603,0.475,1.52915297824211e-237
"707","BGN",2.64649920679632e-241,1.78666080964107,0.155,0.045,4.26218697254547e-237
"708","HCLS1",4.3561797129674e-241,-4.3027337898306,0.013,0.247,7.015627427734e-237
"709","TMSB4X",1.44855430518137e-240,-1.02657483877043,0.965,0.975,2.3328967084946e-236
"710","BBS12",3.91533617663026e-240,3.82431187474734,0.061,0.009,6.30564891246304e-236
"711","CD7",1.14318021389697e-239,-5.44123308180111,0.009,0.24,1.84109173448106e-235
"712","YPEL4",2.68214175216554e-239,3.8316327241805,0.043,0.005,4.3195892918626e-235
"713","TMEM14A",2.93879190009889e-239,2.28931579867934,0.295,0.136,4.73292435510926e-235
"714","ISG20",5.96908698069124e-239,-2.48216042476551,0.071,0.325,9.61321458240324e-235
"715","NRBP2",7.16443251472824e-239,3.42247531671391,0.087,0.018,1.15383185649698e-234
"716","PTPRCAP",9.26464473589752e-239,-8.35510772641285,0.001,0.228,1.4920710347163e-234
"717","SPINT2",6.0262612842839e-238,-4.37979364459197,0.012,0.244,9.70529379833922e-234
"718","YWHAZ",7.94845809174711e-238,-1.14681569824277,0.301,0.593,1.28009917567587e-233
"719","COBL",2.42154653115393e-237,3.47883017964029,0.107,0.025,3.8999006884234e-233
"720","SERPINB6",3.21994733436993e-237,1.77721440333737,0.387,0.21,5.18572518200278e-233
"721","ICAM3",8.34716237752371e-237,-3.05398680101587,0.031,0.272,1.34431050090019e-232
"722","CNPY2",5.08366162335438e-236,1.79345717747521,0.431,0.263,8.18723704441223e-232
"723","TMEM140",6.403157005495e-236,2.56872750170851,0.14,0.039,1.03122843573497e-231
"724","DAAM2",2.11993746894162e-233,3.01281264472427,0.089,0.018,3.41415929373048e-229
"725","APRT",5.59714111788326e-233,-1.12920146620127,0.195,0.49,9.01419577035099e-229
"726","LCAT",1.95678561671626e-232,3.52685957731178,0.06,0.009,3.15140323572154e-228
"727","ENTPD2",2.09918624970478e-232,3.96338092529148,0.076,0.014,3.38073945514954e-228
"728","TIMP2",1.18968449024138e-231,2.07530390471111,0.246,0.099,1.91598687153374e-227
"729","HSP90AA1",1.22442540190135e-230,0.609442624378214,0.839,0.78,1.97193710976212e-226
"730","PLOD3",1.53566255039691e-230,2.53553563035224,0.208,0.077,2.47318453741423e-226
"731","TNFAIP3",1.99338252249785e-230,-3.59958523359424,0.064,0.304,3.21034255248279e-226
"732","MGST3",5.18498555140743e-230,1.2621209369526,0.537,0.36,8.35041923054167e-226
"733","EVI2B",4.00584631039682e-226,-4.64137779933377,0.008,0.229,6.45141548289409e-222
"734","WARS",1.23016949796904e-225,2.35565424356071,0.26,0.112,1.98118797647914e-221
"735","HLA-DMA",4.44001759476726e-225,1.58395584824518,0.374,0.194,7.15064833637267e-221
"736","OLFML3",1.06425431166691e-224,1.71930980866001,0.246,0.097,1.71398156893957e-220
"737","PDCD4",1.14094263598073e-223,-2.14734439069949,0.065,0.313,1.83748811524697e-219
"738","NFIC",1.25331821891664e-223,1.96993967774382,0.286,0.13,2.01846899156525e-219
"739","SLC38A1",2.16070243023264e-223,-5.49151938061864,0.005,0.222,3.47981126388966e-219
"740","SNAI1",1.33439881780137e-222,2.68292579328101,0.131,0.036,2.14904929606911e-218
"741","PRDX1",1.56501438754944e-222,1.08564663158207,0.621,0.481,2.52045567114838e-218
"742","MT-ND4",2.0241058882759e-221,0.350159185939097,0.987,0.968,3.25982253306834e-217
"743","TPD52",5.07203637254582e-220,-4.38687931979078,0.008,0.225,8.16851457798504e-216
"744","ENG",1.38809322820673e-219,1.62458808122549,0.18,0.06,2.23552414402694e-215
"745","LGALS3",2.55156082635689e-219,0.116497243866058,0.563,0.313,4.10928871084777e-215
"746","RPL36AL",2.69397411659358e-219,-0.754773939952967,0.505,0.776,4.33864531477395e-215
"747","RBMS1",1.13973925332835e-217,1.76272384324764,0.358,0.189,1.8355500674853e-213
"748","ALDOA",2.81583599036818e-217,-1.20064392857111,0.16,0.441,4.53490386248795e-213
"749","TAGAP",5.35039192134946e-216,-5.97464055416728,0.004,0.214,8.61680618933331e-212
"750","EGFLAM",6.55380085901992e-216,3.64461967616639,0.06,0.01,1.05548962834516e-211
"751","REL",5.70855780782253e-215,-2.92468277103254,0.04,0.267,9.19363234949818e-211
"752","SPPL2A",1.05972201373687e-214,2.04254863223147,0.299,0.144,1.70668230312323e-210
"753","IL7R",1.72905250350227e-213,-4.88119372284283,0.016,0.229,2.78463905689041e-209
"754","TRIP6",1.89994819785229e-213,2.50011232678207,0.21,0.082,3.05986657264111e-209
"755","LRRFIP1",2.06828723827531e-213,-1.76771534095818,0.096,0.347,3.33097659724239e-209
"756","ELF1",4.56721936626636e-213,-1.9194160445159,0.085,0.331,7.35550678937197e-209
"757","FLRT3",5.12938254048479e-213,3.17200198939115,0.114,0.03,8.26087058145076e-209
"758","MYL12B",5.77052273277641e-213,0.850163549191465,0.707,0.618,9.29342686113641e-209
"759","TRAC",7.91922356933444e-212,-4.6249884064979,0.014,0.227,1.27539095584131e-207
"760","LEPROT",1.46634053998437e-211,1.87247760766473,0.341,0.18,2.36154143964483e-207
"761","RND3",1.56561882970006e-211,1.69818795622623,0.265,0.116,2.52142912523195e-207
"762","HMGA1",4.54812385057417e-211,-3.07762035968615,0.031,0.252,7.3247534613497e-207
"763","ZSWIM6",5.37268057766314e-211,2.76363497154564,0.146,0.045,8.65270207032649e-207
"764","PTX3",3.0055406151329e-210,2.88263527082328,0.088,0.019,4.84042316067153e-206
"765","DLX1",3.07803469088617e-209,3.63863399614189,0.044,0.006,4.95717486967218e-205
"766","UXT",9.10733166303954e-209,-1.03459263618685,0.181,0.461,1.46673576433252e-204
"767","NDRG1",9.82601571695865e-209,1.73502689457176,0.293,0.137,1.58247983121619e-204
"768","NCF1",9.29282022469642e-208,-4.6562910849662,0.009,0.216,1.49660869718736e-203
"769","FNBP1",1.67394827710616e-207,-2.62242482984191,0.04,0.263,2.69589370027947e-203
"770","LCK",1.46269583375662e-206,-5.41113104821612,0.006,0.21,2.35567164026504e-202
"771","HLA-A",6.75907580848499e-206,0.759167538220922,0.875,0.828,1.08854915895651e-201
"772","FAM49B",3.62984032624067e-205,-2.68071903427011,0.034,0.254,5.8458578454106e-201
"773","SMDT1",1.98150071821131e-204,-1.04279059888859,0.186,0.465,3.19120690667931e-200
"774","ID1",6.18986697011768e-204,1.40313657968867,0.376,0.202,9.96878075537452e-200
"775","ABCA1",3.55920338386352e-203,2.40100615731567,0.148,0.047,5.7320970497122e-199
"776","LDHB",6.33043813818614e-202,-1.09721497295811,0.302,0.56,1.01951706215488e-197
"777","RBPMS-AS1",3.80887364790548e-201,4.64178264823982,0.024,0.002,6.13419100995177e-197
"778","IQGAP2",5.66230810445645e-201,2.06589231742163,0.266,0.121,9.11914720222711e-197
"779","ACAP1",6.24760105907043e-201,-2.83050562388427,0.044,0.261,1.00617615056329e-196
"780","HLA-C",2.32124472699461e-200,0.662136278579346,0.872,0.802,3.73836463282482e-196
"781","GPR137B",2.94009336714371e-199,2.35826014943317,0.151,0.049,4.73502036778494e-195
"782","BTF3",3.72508953965611e-199,-0.649492712559796,0.64,0.827,5.99925670361616e-195
"783","C9orf16",6.66615917877657e-199,-1.27816262348749,0.144,0.404,1.07358493574197e-194
"784","RCSD1",1.89855530417689e-198,-5.2790094503759,0.006,0.204,3.05762331737689e-194
"785","TPM3",4.29034138554379e-198,-1.13769288553706,0.214,0.478,6.90959480141828e-194
"786","ARPC2",5.46873304636142e-198,-0.890159108741502,0.379,0.654,8.80739457116507e-194
"787","SFRP4",7.90472824715601e-197,4.24770089031569,0.024,0.002,1.27305648420447e-192
"788","EIF3K",1.10895245203326e-196,-0.763621961018746,0.382,0.661,1.78596792399957e-192
"789","COL5A2",4.30783018105282e-196,1.50374422334919,0.241,0.1,6.93776050658556e-192
"790","ERP29",4.64199377442719e-196,-0.920091647886174,0.225,0.505,7.47593097371499e-192
"791","GPR183",8.11046342962439e-196,-4.71423093210008,0.01,0.208,1.30619013534101e-191
"792","RTKN",1.14208636764349e-195,2.95167738859876,0.136,0.042,1.83933009508984e-191
"793","ACSBG1",1.78383215315329e-195,4.82611937167933,0.019,0.001,2.87286168265337e-191
